prscrbr_npi,prscrbr_last_org_name,prscrbr_first_name,prscrbr_city,prscrbr_state_abrvtn,prscrbr_state_fips,prscrbr_type,prscrbr_type_src,brnd_name,gnrc_name,tot_clms,tot_30day_fills,tot_day_suply,tot_drug_cst,tot_benes,ge65_sprsn_flag,ge65_tot_clms,ge65_tot_30day_fills,ge65_tot_drug_cst,ge65_tot_day_suply,ge65_bene_sprsn_flag,ge65_tot_benes
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Clopidogrel,Clopidogrel Bisulfate,12,14.0,383,91.34,,,12,14.0,91.34,383,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,14,14.0,261,54.62,,,14,14.0,54.62,261,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Dabigatran Etexilate,Dabigatran Etexilate Mesylate,11,11.0,330,553.51,,,11,11.0,553.51,330,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Diclofenac Sodium,Diclofenac Sodium,38,38.0,551,1572.94,,,38,38.0,1572.94,551,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Dicyclomine Hcl,Dicyclomine Hcl,12,12.0,360,179.67,,,12,12.0,179.67,360,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Digoxin,Digoxin,19,19.0,570,727.09,,,19,19.0,727.09,570,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Diltiazem 24hr Er (Cd),Diltiazem Hcl,46,52.0,1545,1353.20,,,46,52.0,1353.20,1545,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Divalproex Sodium,Divalproex Sodium,27,27.0,779,1039.17,,,27,27.0,1039.17,779,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Donepezil Hcl,Donepezil Hcl,61,69.0,2047,643.61,,,61,69.0,643.61,2047,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Dorzolamide Hcl,Dorzolamide Hcl,13,14.4,432,437.30,,,13,14.4,437.30,432,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Dorzolamide-Timolol,Dorzolamide Hcl/Timolol Maleat,18,19.7,590,702.57,,,18,19.7,702.57,590,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Doxycycline Hyclate,Doxycycline Hyclate,17,17.0,125,452.03,15,#,,,,,#,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Duloxetine Hcl,Duloxetine Hcl,13,35.0,1050,422.37,,#,,,,,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Eliquis,Apixaban,92,92.0,2612,48878.01,,,92,92.0,48878.01,2612,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Enalapril Maleate,Enalapril Maleate,17,25.0,748,760.74,,,17,25.0,760.74,748,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Escitalopram Oxalate,Escitalopram Oxalate,96,150.0,4442,1676.35,20,,96,150.0,1676.35,4442,,20
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Famotidine,Famotidine,84,102.0,3015,1272.67,16,,84,102.0,1272.67,3015,,16
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Finasteride,Finasteride,17,17.0,510,297.31,,,17,17.0,297.31,510,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Fluoxetine Hcl,Fluoxetine Hcl,24,34.0,1006,221.92,,,24,34.0,221.92,1006,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Fluticasone Propionate,Fluticasone Propionate,18,20.0,600,382.30,,,18,20.0,382.30,600,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Folic Acid,Folic Acid,16,16.0,480,96.48,,,16,16.0,96.48,480,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Furosemide,Furosemide,128,146.0,4117,659.40,29,,128,146.0,659.40,4117,,29
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Gabapentin,Gabapentin,107,122.0,3506,1841.12,21,#,,,,,#,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Glimepiride,Glimepiride,14,23.0,690,80.86,,,14,23.0,80.86,690,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Hydralazine Hcl,Hydralazine Hcl,23,23.9,713,473.73,,,23,23.9,473.73,713,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Hydrochlorothiazide,Hydrochlorothiazide,48,92.0,2744,323.21,,,48,92.0,323.21,2744,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,11,11.0,275,207.58,,,11,11.0,207.58,275,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Ipratropium Bromide,Ipratropium Bromide,14,14.0,403,907.50,,,14,14.0,907.50,403,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Isosorbide Mononitrate Er,Isosorbide Mononitrate,24,24.0,630,783.60,,,24,24.0,783.60,630,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Lactulose,Lactulose,35,35.0,428,1752.74,,,35,35.0,1752.74,428,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Lantus Solostar,"Insulin Glargine,hum.Rec.Anlog",21,21.0,378,2367.60,,,21,21.0,2367.60,378,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Latanoprost,Latanoprost,13,13.5,261,126.75,,,13,13.5,126.75,261,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Levetiracetam,Levetiracetam,22,22.0,653,507.69,,,22,22.0,507.69,653,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Levothyroxine Sodium,Levothyroxine Sodium,218,292.2,8669,3077.51,36,#,,,,,#,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Lisinopril,Lisinopril,72,106.0,3180,524.20,20,#,,,,,#,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Lorazepam,Lorazepam,15,15.0,335,141.09,,#,,,,,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Losartan Potassium,Losartan Potassium,64,140.0,4200,1015.66,20,,64,140.0,1015.66,4200,,20
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Losartan-Hydrochlorothiazide,Losartan/Hydrochlorothiazide,13,39.0,1170,294.05,,,13,39.0,294.05,1170,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Meloxicam,Meloxicam,29,61.0,1830,305.76,,,29,61.0,305.76,1830,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Memantine Hcl,Memantine Hcl,40,52.0,1560,2334.82,,,40,52.0,2334.82,1560,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Metformin Hcl,Metformin Hcl,55,121.3,3628,520.21,19,,55,121.3,520.21,3628,,19
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Metformin Hcl Er,Metformin Hcl,29,53.0,1569,349.40,,,29,53.0,349.40,1569,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Methimazole,Methimazole,11,11.0,330,101.75,,,11,11.0,101.75,330,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Metoprolol Succinate,Metoprolol Succinate,129,167.0,4947,2407.17,21,,117,155.0,2183.32,4587,#,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Metoprolol Tartrate,Metoprolol Tartrate,92,94.0,2654,817.28,11,,92,94.0,817.28,2654,,11
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Mirtazapine,Mirtazapine,46,64.0,1904,1379.72,13,,46,64.0,1379.72,1904,,13
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Montelukast Sodium,Montelukast Sodium,52,62.0,1831,807.31,,,52,62.0,807.31,1831,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Myrbetriq,Mirabegron,11,11.0,330,10173.90,,,11,11.0,10173.90,330,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Nifedipine Er,Nifedipine,12,12.0,360,359.67,,,12,12.0,359.67,360,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,14,14.0,101,405.15,13,,14,14.0,405.15,101,,13
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Nystatin,Nystatin,13,13.0,112,271.61,,,13,13.0,271.61,112,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Olanzapine Odt,Olanzapine,12,12.0,360,812.10,,,12,12.0,812.10,360,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Olmesartan Medoxomil,Olmesartan Medoxomil,13,21.0,630,1358.61,,,13,21.0,1358.61,630,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Omeprazole,Omeprazole,80,108.0,3197,1380.99,14,,80,108.0,1380.99,3197,,14
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Ondansetron Hcl,Ondansetron Hcl,12,12.0,122,195.01,,,12,12.0,195.01,122,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Oxybutynin Chloride Er,Oxybutynin Chloride,12,26.0,780,470.00,,,12,26.0,470.00,780,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Ozempic,Semaglutide,16,16.9,476,15886.33,,,16,16.9,15886.33,476,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Pantoprazole Sodium,Pantoprazole Sodium,102,118.0,3387,1960.84,17,,102,118.0,1960.84,3387,,17
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Paxlovid (Eua),Nirmatrelvir/Ritonavir,18,18.0,90,168.50,18,#,,,,,#,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Potassium Chloride,Potassium Chloride,126,138.0,3818,4716.00,19,,126,138.0,4716.00,3818,,19
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Pravastatin Sodium,Pravastatin Sodium,17,25.0,741,305.26,,,17,25.0,305.26,741,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Prednisone,Prednisone,18,18.0,123,75.55,14,,18,18.0,75.55,123,,14
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Quetiapine Fumarate,Quetiapine Fumarate,55,55.0,1530,663.66,,,55,55.0,663.66,1530,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Rivastigmine,Rivastigmine,12,12.0,360,3298.44,,,12,12.0,3298.44,360,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Ropinirole Hcl,Ropinirole Hcl,12,12.0,360,127.14,,,12,12.0,127.14,360,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Rosuvastatin Calcium,Rosuvastatin Calcium,87,121.0,3630,5077.79,16,,87,121.0,5077.79,3630,,16
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Sertraline Hcl,Sertraline Hcl,62,94.0,2805,896.38,,,62,94.0,896.38,2805,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Shingrix,Varicella-Zoster Ge/As01b/Pf,15,15.0,15,3221.44,,#,,,,,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Simvastatin,Simvastatin,60,110.0,3300,859.84,12,,60,110.0,859.84,3300,,12
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Spironolactone,Spironolactone,28,36.0,1065,378.26,,,28,36.0,378.26,1065,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Sulfamethoxazole-Trimethoprim,Sulfamethoxazole/Trimethoprim,15,15.0,153,120.63,13,#,,,,,#,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Symbicort,Budesonide/Formoterol Fumarate,22,22.0,660,9042.44,,,22,22.0,9042.44,660,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Tamsulosin Hcl,Tamsulosin Hcl,45,76.0,2243,854.41,11,,45,76.0,854.41,2243,,11
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Telmisartan,Telmisartan,12,12.0,360,739.58,,,12,12.0,739.58,360,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Timolol Maleate,Timolol Maleate,14,14.0,336,142.46,,,14,14.0,142.46,336,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Torsemide,Torsemide,35,45.0,1228,696.21,,,35,45.0,696.21,1228,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Trazodone Hcl,Trazodone Hcl,12,26.0,780,64.20,,,12,26.0,64.20,780,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Tresiba Flextouch U-100,Insulin Degludec,11,11.0,210,1243.11,,,11,11.0,1243.11,210,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Triamcinolone Acetonide,Triamcinolone Acetonide,13,13.0,169,100.12,12,,13,13.0,100.12,169,,12
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Trulicity,Dulaglutide,13,16.6,448,15624.43,,,13,16.6,15624.43,448,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Valacyclovir,Valacyclovir Hcl,12,20.0,472,902.13,,*,,,,,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Venlafaxine Hcl Er,Venlafaxine Hcl,21,21.0,630,249.73,,,21,21.0,249.73,630,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Warfarin Sodium,Warfarin Sodium,40,40.0,1124,417.82,,,40,40.0,417.82,1124,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Xarelto,Rivaroxaban,19,19.0,540,10126.50,,,19,19.0,10126.50,540,*,
1861924565,Huncken,Alyssa,Montville,NJ,34,Family Practice,Claim-Specialty,Zolpidem Tartrate,Zolpidem Tartrate,17,21.0,615,91.20,,#,,,,,*,
1861927139,Korley,Karen,Freehold,NJ,34,Nurse Practitioner,NPPES-Specialty,Atorvastatin Calcium,Atorvastatin Calcium,27,27.0,810,495.28,,,27,27.0,495.28,810,*,
1861927139,Korley,Karen,Freehold,NJ,34,Nurse Practitioner,NPPES-Specialty,Furosemide,Furosemide,17,17.0,488,64.37,,,17,17.0,64.37,488,*,
1861927139,Korley,Karen,Freehold,NJ,34,Nurse Practitioner,NPPES-Specialty,Levothyroxine Sodium,Levothyroxine Sodium,20,20.0,600,307.92,,,20,20.0,307.92,600,*,
1861927345,Rahimi,Sara,Paramus,NJ,34,Nurse Practitioner,Claim-Specialty,Ciprofloxacin Hcl,Ciprofloxacin Hcl,32,32.0,286,330.87,29,#,,,,,#,
1861927345,Rahimi,Sara,Paramus,NJ,34,Nurse Practitioner,Claim-Specialty,Methenamine Hippurate,Methenamine Hippurate,11,33.0,990,1437.10,,,11,33.0,1437.10,990,*,
1861927345,Rahimi,Sara,Paramus,NJ,34,Nurse Practitioner,Claim-Specialty,Oxycodone-Acetaminophen,Oxycodone Hcl/Acetaminophen,14,14.0,23,25.94,14,,14,14.0,25.94,23,,14
1861927345,Rahimi,Sara,Paramus,NJ,34,Nurse Practitioner,Claim-Specialty,Testosterone,Testosterone,16,20.0,600,2170.32,,,16,20.0,2170.32,600,*,
1861927345,Rahimi,Sara,Paramus,NJ,34,Nurse Practitioner,Claim-Specialty,Testosterone Cypionate,Testosterone Cypionate,11,18.8,551,438.78,,*,,,,,*,
1861927733,Tumebo,Henok,Pennington,NJ,34,Internal Medicine,Claim-Specialty,Mirtazapine,Mirtazapine,14,14.0,394,355.64,,,14,14.0,355.64,394,*,
1861927733,Tumebo,Henok,Pennington,NJ,34,Internal Medicine,Claim-Specialty,Prednisone,Prednisone,15,15.0,169,51.83,13,,15,15.0,51.83,169,,13
1861927733,Tumebo,Henok,Pennington,NJ,34,Internal Medicine,Claim-Specialty,Simvastatin,Simvastatin,13,13.0,364,244.59,,,13,13.0,244.59,364,*,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Amlodipine Besylate,Amlodipine Besylate,26,66.0,1980,138.19,12,#,,,,,*,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Atorvastatin Calcium,Atorvastatin Calcium,37,111.0,3330,865.74,15,#,,,,,#,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Carvedilol,Carvedilol,43,111.0,3330,511.41,16,#,,,,,#,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Eliquis,Apixaban,12,24.0,720,14970.13,,*,,,,,*,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Furosemide,Furosemide,26,50.0,1500,99.89,,#,,,,,*,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Jardiance,Empagliflozin,29,75.0,2250,46539.65,,#,,,,,*,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Lisinopril,Lisinopril,16,48.0,1440,42.41,,,16,48.0,42.41,1440,*,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Losartan Potassium,Losartan Potassium,36,108.0,3240,758.79,13,#,,,,,#,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Metoprolol Succinate,Metoprolol Succinate,29,77.0,2310,1053.94,13,#,,,,,#,
1861927956,Chang,Ernest,Westwood,NJ,34,Cardiology,Claim-Specialty,Spironolactone,Spironolactone,13,39.0,1170,171.60,,*,,,,,*,
1861927964,Lin,Gloria,Jersey City,NJ,34,Dermatology,Claim-Specialty,Dupixent Pen,Dupilumab,11,11.0,294,40160.57,,,11,11.0,40160.57,294,*,
1861927964,Lin,Gloria,Jersey City,NJ,34,Dermatology,Claim-Specialty,Ketoconazole,Ketoconazole,29,29.0,791,592.10,15,#,,,,,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Albuterol Sulfate Hfa,Albuterol Sulfate,30,30.0,603,610.97,13,#,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Amlodipine Besylate,Amlodipine Besylate,63,141.3,4215,598.98,29,#,,,,,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,13,13.0,94,114.87,13,*,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Atorvastatin Calcium,Atorvastatin Calcium,111,263.0,7890,2091.25,52,,94,222.0,1788.88,6660,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Carvedilol,Carvedilol,15,35.0,1028,209.46,,#,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Diclofenac Sodium,Diclofenac Sodium,17,19.0,415,566.09,,,17,19.0,566.09,415,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Eliquis,Apixaban,15,25.0,730,14669.53,,,15,25.0,14669.53,730,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Famotidine,Famotidine,13,24.0,720,204.91,,*,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Fenofibrate,Fenofibrate Nanocrystallized,12,28.0,840,664.38,,*,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Furosemide,Furosemide,24,34.0,1020,162.61,,#,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Gabapentin,Gabapentin,24,36.0,1055,622.24,,#,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Hydrochlorothiazide,Hydrochlorothiazide,25,52.8,1584,144.63,13,#,,,,,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Ibuprofen,Ibuprofen,13,15.0,415,155.36,,*,,,,,*,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Levothyroxine Sodium,Levothyroxine Sodium,46,99.4,2982,834.73,17,#,,,,,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Lisinopril,Lisinopril,36,94.0,2820,438.56,21,#,,,,,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Losartan Potassium,Losartan Potassium,45,109.0,3268,850.42,21,#,,,,,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Metformin Hcl,Metformin Hcl,55,130.0,3858,654.06,28,#,,,,,#,
1861929101,Zedan,Eman,Jersey City,NJ,34,Nurse Practitioner,Claim-Specialty,Metformin Hcl Er,Metformin Hcl,16,46.0,1380,265.09,,,16,46.0,265.09,1380,*,
